player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Todd Herremans,2343,G,PHI,16,100.0,0,24,73.1,72.4,72.5,5,16,656,100.0,100.0,97.8,5,25,4,1067,0,1067,0,1067,681,681,0,0,386,0
Chris Spencer,2243,C,SEA,16,100.0,0,29,78.9,89.2,73.4,2,10,639,100.0,100.0,99.1,3,12,0,1065,1065,0,0,1065,657,657,0,0,408,0
Chris Snee,1755,G,NYG,16,100.0,0,21,92.6,87.5,91.3,3,14,577,100.0,100.0,98.2,3,19,2,1062,0,0,0,1062,605,605,1062,0,457,0
Olin Kreutz,369,C,CHI,16,100.0,1,6,73.6,89.0,66.0,0,10,614,100.0,100.0,98.9,4,12,2,1062,1062,0,0,1062,645,645,0,0,417,0
Jason Brown,2341,G,BLT,16,100.0,0,3,77.0,91.6,68.9,3,11,604,100.0,100.0,98.0,6,19,5,1058,0,1058,0,1058,632,632,0,0,426,0
Michael Roos,2258,T,TEN,16,100.0,0,31,78.5,86.3,68.5,9,16,546,100.0,100.0,97.2,5,28,3,1057,0,0,1057,1057,561,561,0,0,496,0
David Stewart,2330,T,TEN,16,100.0,0,31,78.1,81.6,71.4,3,24,546,100.0,100.0,97.2,3,29,2,1057,0,0,0,1057,561,561,0,1057,496,0
Alex Barron,2236,T,SL,16,100.0,2,26,68.3,77.4,64.1,4,37,619,100.0,100.0,96.0,15,45,4,1056,0,0,990,1056,653,653,0,66,403,0
Roberto Garza,856,G,CHI,16,100.0,0,6,74.4,81.3,73.1,8,18,613,100.0,100.0,97.9,4,26,0,1053,0,0,0,1053,644,644,1053,0,409,0
Reggie Wells,1482,G,ARZ,16,100.0,0,1,64.5,77.7,61.7,11,14,619,100.0,100.0,97.8,6,26,1,1052,0,1011,0,1052,652,652,0,41,400,0
Cooper Carlisle,658,G,OAK,16,100.0,0,23,75.9,77.6,70.7,1,28,518,100.0,100.0,97.0,2,30,1,1051,0,0,0,1051,557,557,1051,0,494,0
Barry Sims,322,T,OAK,16,100.0,0,23,78.2,80.8,78.9,4,15,518,100.0,100.0,96.6,14,27,8,1051,0,0,1051,1051,557,557,0,0,494,0
D'Brickashaw Ferguson,2949,T,NYJ,16,100.0,0,22,67.1,78.3,50.9,6,21,577,100.0,100.0,96.1,6,36,9,1048,0,0,1046,1048,607,607,0,0,441,0
Kareem McKenzie,840,T,NYG,16,100.0,2,21,81.2,80.4,79.2,3,17,563,100.0,100.0,97.5,5,24,4,1047,0,0,0,1047,591,591,0,1046,456,1
Nick Mangold,2974,C,NYJ,16,100.0,0,22,83.6,85.3,78.5,1,11,574,100.0,100.0,98.6,1,14,2,1043,1043,0,0,1043,604,604,0,0,439,0
Andrew Whitworth,3000,G,CIN,16,100.0,0,7,88.8,92.0,84.5,2,14,589,100.0,100.0,98.5,7,17,1,1042,0,822,220,1042,619,619,0,0,423,0
Robert Gallery,1723,G,OAK,16,100.0,2,23,78.4,82.1,80.4,3,16,513,100.0,100.0,98.1,17,19,0,1042,0,1042,0,1042,552,552,0,0,490,0
Shaun O'Hara,758,C,NYG,16,100.0,0,21,75.3,83.8,69.2,4,11,555,100.0,100.0,98.5,2,16,1,1042,1042,0,0,1042,583,583,0,0,459,0
Joe Thomas,3619,T,CLV,16,100.0,0,8,84.9,90.2,74.8,4,24,570,100.0,100.0,97.5,6,28,0,1040,0,0,988,1040,607,607,0,0,433,52
Hank Fraley,725,C,CLV,16,100.0,2,8,77.8,83.3,72.7,5,14,570,100.0,100.0,98.3,3,19,0,1040,1040,0,0,1040,607,607,0,0,433,0
Brian Waters,575,G,KC,16,100.0,1,16,82.7,91.4,73.1,4,10,624,100.0,100.0,98.4,2,17,3,1039,0,1039,0,1039,657,657,0,0,382,0
Casey Wiegmann,227,C,KC,16,100.0,0,16,78.0,83.9,73.7,2,12,624,100.0,100.0,98.4,3,17,3,1039,1039,0,0,1039,657,657,0,0,382,0
Eric Steinbach,1349,G,CLV,16,100.0,1,8,72.7,79.1,69.9,2,20,570,100.0,100.0,97.2,4,27,5,1037,0,1037,0,1037,607,607,0,0,430,0
Chris Gray,52,G,SEA,16,100.0,1,29,69.8,79.9,64.7,1,17,619,100.0,100.0,97.9,5,22,4,1035,12,0,0,1035,636,636,1023,0,399,0
Bobbie Williams,628,G,CIN,16,100.0,1,7,85.1,82.9,83.0,7,11,587,100.0,100.0,98.0,6,21,3,1034,0,0,0,1034,617,617,1034,0,417,0
Ryan Lilja,2105,G,IND,16,100.0,0,14,87.0,79.0,84.7,5,14,563,100.0,100.0,98.0,4,21,2,1033,0,1033,0,1033,583,583,0,0,450,0
Brandon Moore,1284,G,NYJ,16,100.0,0,22,80.2,88.8,73.1,0,13,566,100.0,100.0,98.5,4,15,2,1032,0,0,0,1032,596,596,1032,0,436,0
Anthony Clement,352,T,NYJ,16,100.0,0,22,72.2,69.2,72.5,5,30,569,100.0,100.0,95.5,3,43,8,1032,0,0,0,1032,598,598,0,1031,434,0
Jake Scott,1862,G,IND,16,100.0,0,14,80.4,72.5,82.8,6,24,560,100.0,100.0,96.8,5,33,3,1028,0,0,0,1028,580,580,881,147,448,0
Mike Gandy,834,T,ARZ,16,100.0,1,1,72.8,79.4,62.2,8,29,603,100.0,100.0,96.8,10,38,1,1024,0,0,1021,1024,634,634,0,0,390,3
Rob Sims,3073,G,SEA,16,100.0,0,29,74.9,78.5,68.1,6,17,618,100.0,100.0,97.7,1,26,3,1024,0,1024,0,1024,635,635,0,0,389,0
Nick Kaczur,2317,T,NE,15,100.0,1,19,78.9,70.2,82.7,9,27,582,100.0,100.0,96.0,3,41,5,1023,0,0,20,1023,609,609,0,1002,414,1
Willie Colon,3076,T,PIT,16,100.0,3,25,70.8,74.4,69.3,2,23,508,100.0,100.0,96.6,12,30,5,1022,0,0,0,1022,528,528,0,1022,494,0
Sean Mahan,1474,C,PIT,16,100.0,1,25,63.2,74.5,58.4,2,9,508,100.0,100.0,98.1,3,15,4,1022,1022,0,0,1022,528,528,0,0,494,0
Jordan Gross,1324,T,CAR,16,100.0,1,5,89.1,85.6,90.4,2,8,556,100.0,100.0,98.7,8,12,2,1022,0,0,11,1022,583,583,0,1011,439,0
Rex Hadnot,1892,G,MIA,16,100.0,1,17,77.8,78.7,71.5,6,14,611,100.0,100.0,98.4,5,20,0,1021,18,2,0,1021,642,642,1001,0,379,0
Todd McClure,536,C,ATL,16,100.0,0,2,77.0,86.1,70.3,2,6,616,100.0,100.0,98.7,3,12,4,1019,1019,0,0,1019,643,643,0,0,376,0
L.J. Shelton,455,T,MIA,16,100.0,2,17,68.7,80.6,53.1,4,23,609,100.0,100.0,97.6,6,28,1,1018,0,0,1,1018,640,640,1,985,378,31
Dan Koppen,1471,C,NE,15,100.0,1,19,79.1,75.5,78.6,4,14,586,100.0,100.0,98.5,4,18,0,1018,1018,0,0,1018,614,614,0,0,404,0
Jon Runyan Sr.,193,T,PHI,16,100.0,0,24,81.5,78.8,76.5,3,22,615,100.0,100.0,97.6,0,27,2,1012,0,0,0,1012,639,639,0,1012,373,0
Travelle Wharton,1815,T,CAR,16,100.0,1,5,72.9,80.7,58.8,3,22,551,100.0,100.0,96.5,4,32,7,1011,0,64,947,1011,578,578,0,0,433,0
Casey Rabach,852,C,WAS,15,100.0,1,32,62.9,86.3,55.2,2,7,540,100.0,100.0,99.2,6,9,0,1011,1011,0,0,1011,566,566,0,0,445,0
Kyle Kosier,1208,G,DAL,16,100.0,2,9,65.4,79.9,54.9,3,14,572,100.0,100.0,98.0,5,20,3,1010,0,1010,0,1010,598,598,0,0,412,0
Montrae Holland,1415,G,DEN,16,100.0,1,10,78.0,83.6,71.8,2,15,556,100.0,100.0,98.1,5,19,2,1010,0,0,0,1010,580,580,1010,0,430,0
Chris Myers,2417,C,DEN,16,100.0,0,10,76.7,80.5,71.6,2,14,556,100.0,100.0,98.0,1,19,3,1010,695,315,0,1010,580,580,0,0,430,0
Matt Lepsis,312,T,DEN,16,99.9,1,10,64.0,77.1,56.0,4,35,555,99.8,99.8,95.9,8,42,3,1009,0,0,1009,1010,579,580,0,0,430,1
Erik Pears,2737,T,DEN,16,100.0,0,10,70.5,70.1,66.4,7,23,555,100.0,100.0,96.4,5,35,5,1009,0,0,0,1009,579,579,0,1009,430,0
Milford Brown,1222,G,SL,16,100.0,0,26,56.9,70.5,49.9,4,20,596,100.0,100.0,96.5,8,33,9,1007,0,598,0,1007,630,630,157,252,377,0
Marcus McNeill,2995,T,SD,16,100.0,2,27,66.7,75.0,66.0,12,22,504,100.0,100.0,95.0,7,42,8,1006,0,0,1005,1006,516,516,0,0,490,1
Kendall Simmons,1037,G,PIT,16,100.0,2,25,50.0,49.3,51.9,3,35,505,100.0,100.0,95.0,7,44,6,1004,0,0,0,1004,525,525,1004,0,479,0
Samson Satele,3676,C,MIA,16,100.0,1,17,59.0,64.5,55.0,4,15,600,100.0,100.0,98.1,3,21,2,1003,1003,0,0,1003,630,630,0,0,373,0
Davin Joseph,2968,G,TB,16,100.0,2,30,68.0,58.9,72.3,5,30,551,100.0,100.0,96.1,7,39,4,1002,0,0,0,1002,584,584,1001,0,418,0
John Wade,399,C,TB,16,100.0,1,30,74.2,82.3,69.7,3,8,548,100.0,100.0,99.0,7,11,0,998,998,0,0,998,580,580,0,0,418,0
Jacob Bell,1859,G,TEN,16,100.0,0,31,77.5,69.9,76.2,11,18,520,100.0,100.0,97.0,4,30,1,998,0,998,0,998,533,533,0,0,465,0
Vernon Carey,1740,T,MIA,16,100.0,0,17,80.9,82.6,79.2,6,24,595,100.0,100.0,97.0,8,33,3,995,0,1,991,995,623,623,0,2,372,1
Mike Wahle,329,G,CAR,16,100.0,1,5,78.3,81.0,72.6,3,13,547,100.0,100.0,97.8,4,20,4,995,0,931,64,995,572,572,0,0,423,0
Dominic Raiola,820,C,DET,16,100.0,0,11,83.3,81.4,82.3,3,24,653,100.0,100.0,97.9,3,27,0,993,993,0,0,993,683,683,0,0,310,0
Chester Pitts,1057,G,HST,16,100.0,0,13,86.6,90.1,84.1,1,12,560,100.0,100.0,98.8,9,13,0,992,0,989,3,992,584,584,0,0,408,0
Matt Birk,404,C,MIN,16,100.0,0,18,77.7,84.9,74.2,5,6,495,100.0,100.0,98.7,4,12,1,990,990,0,0,990,525,525,0,0,465,0
Steve Hutchinson,787,G,MIN,16,100.0,0,18,90.8,85.0,85.6,7,7,495,100.0,100.0,98.2,1,16,2,990,0,934,56,990,525,525,0,0,465,0
Ephraim Salaam,412,T,HST,16,100.0,2,13,63.9,59.0,69.4,16,35,557,100.0,100.0,94.0,9,59,8,989,0,1,985,989,581,581,1,1,408,1
Leonard Davis,774,G,DAL,16,100.0,1,9,82.7,81.9,79.7,3,16,562,100.0,100.0,97.8,5,22,3,989,0,0,0,989,588,588,989,0,401,0
Jeremy Trueblood,3004,T,TB,16,100.0,2,30,59.9,63.6,62.5,10,37,547,100.0,100.0,94.4,10,54,7,988,0,0,1,988,580,580,1,986,408,0
Jeff Saturday,431,C,IND,16,100.0,0,14,92.2,92.9,89.2,0,4,539,100.0,100.0,99.6,1,4,0,984,984,0,0,984,558,558,0,0,426,0
Flozell Adams,354,T,DAL,16,100.0,0,9,69.1,81.0,61.8,9,30,562,100.0,100.0,96.4,14,40,1,983,0,0,983,983,588,588,0,0,395,0
Marc Colombo,1036,T,DAL,16,100.0,0,9,69.2,75.8,67.7,7,29,561,100.0,100.0,96.1,10,40,4,983,0,0,0,983,587,587,0,983,396,0
Bryant McKinnie,1015,T,MIN,16,100.0,1,18,76.8,78.3,69.1,6,15,485,100.0,100.0,96.8,3,26,5,982,0,56,926,982,514,514,0,0,468,0
Ryan Cook,2996,T,MIN,16,100.0,3,18,71.1,61.0,75.1,10,25,486,100.0,100.0,95.0,8,42,7,976,0,0,0,976,516,516,0,976,460,0
Walter Jones,232,T,SEA,15,100.0,1,29,90.3,90.5,80.7,4,16,588,100.0,100.0,97.6,2,24,4,975,0,0,975,975,604,604,0,0,371,0
Tra Thomas,335,T,PHI,15,100.0,2,24,78.5,79.8,70.8,4,29,597,100.0,100.0,96.6,5,37,4,975,0,0,975,975,619,619,0,0,356,0
Alan Faneca,346,G,PIT,16,100.0,0,25,80.8,78.4,78.3,1,18,490,100.0,100.0,97.4,3,22,3,974,0,974,0,974,509,509,0,0,465,0
Jason Fabini,388,G,WAS,15,100.0,0,32,72.3,79.8,66.0,6,14,528,100.0,100.0,97.9,3,21,1,973,0,0,0,973,553,553,973,0,420,0
Jeff Backus,788,T,DET,16,100.0,0,11,76.7,77.2,67.9,5,24,628,100.0,100.0,95.0,4,46,17,971,0,0,970,971,655,655,0,0,316,1
Tony Pashos,1478,T,JAX,15,100.0,1,15,67.7,73.5,64.6,7,12,473,100.0,100.0,96.3,7,27,8,967,0,0,0,967,499,499,0,967,468,0
Kris Dielman,1599,G,SD,16,100.0,0,27,85.1,84.1,80.5,7,8,498,100.0,100.0,98.5,3,15,0,966,0,966,0,966,509,509,0,0,457,0
Mark Tauscher,705,T,GB,16,100.0,0,12,69.5,68.0,67.8,4,37,581,100.0,100.0,95.4,5,47,6,966,0,0,0,966,614,614,0,966,352,0
Jammal Brown,2230,T,NO,15,100.0,1,20,63.1,69.7,56.8,13,21,573,100.0,100.0,96.7,11,36,2,965,0,0,965,965,602,602,0,0,363,0
Eric Winston,3011,T,HST,16,100.0,0,13,80.7,74.4,87.3,4,21,541,100.0,100.0,97.0,7,29,4,965,0,4,0,965,565,565,1,960,400,0
Vince Manuwai,1387,G,JAX,15,100.0,0,15,85.7,77.2,84.2,4,11,474,100.0,100.0,98.0,2,17,2,964,0,964,0,964,500,500,0,0,464,0
Fred Miller,200,T,CHI,15,100.0,2,6,62.9,69.8,63.9,7,24,552,100.0,100.0,95.9,10,38,7,963,0,0,0,963,580,580,0,963,383,0
John Tait,448,T,CHI,15,100.0,1,6,72.7,79.7,60.5,7,17,554,100.0,100.0,96.6,6,31,7,958,0,0,958,958,583,583,0,0,375,0
Mike Goff,375,G,SD,16,100.0,0,27,78.7,84.2,72.5,2,19,498,100.0,100.0,97.9,3,21,0,956,0,0,0,956,509,509,956,0,447,0
Chad Clifton,614,T,GB,16,100.0,0,12,70.7,79.9,52.8,4,26,578,100.0,100.0,96.7,3,34,4,954,0,0,954,954,612,612,0,0,342,0
Joe Staley,3644,T,SF,16,100.0,0,28,72.6,75.1,65.2,6,20,578,100.0,100.0,96.5,5,33,7,950,0,0,0,950,608,608,0,948,342,2
Eric Heitmann,1201,C,SF,16,100.0,0,28,65.6,78.6,58.3,4,12,578,100.0,100.0,97.9,1,20,4,950,950,0,0,950,608,608,0,0,342,0
Larry Allen,84,G,SF,16,100.0,0,28,80.7,77.9,78.7,4,12,578,100.0,100.0,97.8,2,21,5,950,0,950,0,950,608,608,0,0,342,0
Arron Sears,3651,G,TB,16,100.0,2,30,58.5,66.5,62.2,5,21,515,100.0,100.0,96.5,10,31,5,947,0,947,0,947,547,547,0,0,400,0
Melvin Fowler,1081,C,BUF,16,100.0,0,4,61.2,79.9,54.7,5,12,486,100.0,100.0,98.3,2,17,0,939,939,0,0,939,503,503,0,0,436,0
Derrick Dockery,1396,G,BUF,16,100.0,0,4,69.4,84.2,63.4,4,9,486,100.0,100.0,98.3,5,15,2,939,0,939,0,939,503,503,0,0,436,0
Justin Hartwig,1170,C,CAR,15,100.0,1,5,62.9,72.5,60.3,1,12,513,100.0,100.0,97.8,8,18,5,938,894,0,0,938,540,540,44,0,398,0
John Welbourn,496,G,KC,16,100.0,0,16,68.8,78.9,61.9,3,12,563,100.0,100.0,97.6,5,21,6,934,0,0,0,934,591,591,934,0,343,0
Shawn Andrews,1737,G,PHI,15,100.0,1,24,91.3,80.4,90.2,2,14,575,100.0,100.0,98.4,4,17,1,931,0,0,0,931,598,598,931,0,333,0
Kevin Shaffer,1206,T,CLV,16,100.0,1,8,71.1,80.7,59.9,5,19,508,100.0,100.0,97.2,4,26,2,928,0,0,1,928,541,541,0,924,387,3
Jeff Faine,1337,C,NO,14,100.0,1,20,78.8,91.6,71.2,1,5,565,100.0,100.0,99.5,2,6,0,922,922,0,0,922,596,596,0,0,326,0
Justin Blalock,3655,G,ATL,14,100.0,1,2,49.8,46.5,54.8,10,25,555,100.0,100.0,94.9,5,46,11,920,0,920,0,920,580,580,0,0,340,0
Langston Walker,1060,T,BUF,16,100.0,1,4,75.1,82.4,66.9,2,16,470,100.0,100.0,97.4,5,21,3,918,0,0,1,918,485,485,58,859,433,0
Deuce Lutui,2986,G,ARZ,15,100.0,1,1,62.2,63.1,60.9,6,22,536,100.0,100.0,96.6,10,32,4,912,0,0,0,912,564,564,912,0,348,0
Brad Butler,3088,G,BUF,16,100.0,0,4,67.3,78.6,60.0,5,11,465,100.0,100.0,97.6,1,19,3,904,0,0,0,904,480,480,904,0,424,0
Chris Liwienski,414,G,MIA,15,100.0,0,17,65.4,78.7,60.8,3,19,529,100.0,100.0,97.4,4,25,3,903,0,900,2,903,555,555,1,0,348,0
Edwin Mulitalo,508,G,DET,15,100.0,0,11,78.2,88.1,70.2,6,7,590,100.0,100.0,98.1,3,18,5,902,0,902,0,902,619,619,0,0,283,0
Al Johnson,1354,C,ARZ,14,100.0,1,1,69.3,82.0,60.4,1,11,517,100.0,100.0,98.6,3,13,1,885,885,0,0,885,546,546,0,0,339,0
Marshal Yanda,3702,T,BLT,14,100.0,1,3,85.9,83.7,82.6,6,11,491,100.0,100.0,97.7,6,20,3,884,0,0,0,884,517,517,0,884,367,0
Khalif Barnes,2269,T,JAX,15,100.0,0,15,61.9,67.6,54.8,11,25,444,100.0,100.0,94.6,3,42,6,872,0,0,872,872,467,467,0,0,405,0
Kynan Forney,926,G,ATL,14,100.0,0,2,67.6,74.0,66.6,4,21,521,100.0,100.0,96.8,6,29,4,871,0,0,0,871,543,543,871,0,328,0
Mike Flynn,304,C,BLT,15,100.0,0,3,68.8,78.8,61.7,3,13,490,100.0,100.0,98.2,0,17,1,871,871,0,0,871,512,512,0,0,359,0
Kevin Mawae,81,C,TEN,14,100.0,0,31,75.1,85.6,69.1,2,4,459,100.0,100.0,99.1,2,7,1,871,871,0,0,871,470,470,0,0,401,0
Ben Grubbs,3645,G,BLT,16,100.0,1,3,69.0,78.6,60.5,8,18,491,100.0,100.0,96.9,2,28,2,860,0,0,0,860,514,514,860,0,346,0
Scott Wells,1965,C,GB,14,100.0,0,12,67.6,84.8,57.5,6,7,508,100.0,100.0,98.7,3,13,0,858,858,0,0,858,535,535,0,0,323,0
Jeremy Newberry,366,C,OAK,14,100.0,1,23,82.9,84.2,79.9,2,7,421,100.0,100.0,98.5,8,11,2,854,854,0,0,854,453,453,0,0,401,0
Damion McIntosh,642,T,KC,15,100.0,0,16,78.6,80.8,73.9,7,14,488,100.0,100.0,96.2,3,29,8,850,0,0,848,850,509,509,0,0,341,2
Andre Gurode,1044,C,DAL,14,100.0,0,9,70.4,81.4,72.3,0,10,481,100.0,100.0,99.0,3,10,0,846,846,0,0,846,503,503,0,0,343,0
Stacy Andrews,1844,T,CIN,16,100.0,0,7,75.3,78.8,74.8,10,14,494,100.0,100.0,97.4,7,25,1,845,0,171,0,845,515,515,0,665,330,9
Daryn Colledge,2992,G,GB,16,100.0,0,12,68.7,68.5,68.1,7,14,496,100.0,100.0,97.3,4,24,3,840,0,754,68,840,521,521,0,18,319,0
Jason Peters,2148,T,BUF,15,100.0,2,4,79.0,87.9,71.2,1,14,432,100.0,100.0,97.1,8,20,5,835,0,0,834,835,448,448,0,0,387,1
Levi Jones,1018,T,CIN,14,100.0,0,7,77.9,84.5,68.6,9,11,457,100.0,100.0,96.7,4,25,5,829,0,0,828,829,478,478,0,0,351,1
Donald Penn,3459,T,TB,15,100.0,1,30,77.2,80.7,66.3,4,20,460,100.0,100.0,96.5,2,28,4,818,0,1,792,818,488,488,0,0,330,25
Benji Olson,397,G,TEN,13,100.0,0,31,75.6,76.6,71.0,1,15,402,100.0,100.0,97.3,1,19,3,809,0,0,0,809,415,415,809,0,394,0
Anthony Herrera,2066,G,MIN,15,100.0,0,18,81.6,68.5,82.1,1,17,381,100.0,100.0,97.1,3,20,2,782,0,0,0,782,403,403,782,0,379,0
Mike Flanagan,189,C,HST,14,100.0,1,13,65.7,69.4,62.9,5,15,443,100.0,100.0,97.1,2,23,3,772,772,0,0,772,462,462,0,0,310,0
Eric Ghiaciuc,2336,C,CIN,12,100.0,0,7,73.2,87.6,70.1,4,5,422,100.0,100.0,98.7,4,10,1,760,760,0,0,760,441,441,0,0,319,0
Adrien Clarke,1941,G,NYJ,14,100.0,1,22,60.6,58.0,60.0,10,14,434,100.0,100.0,96.3,2,28,4,759,0,759,0,759,456,456,0,0,303,0
Stephen Peterman,1804,G,DET,13,100.0,0,11,74.4,75.1,76.3,4,20,466,100.0,100.0,97.0,8,26,2,755,0,0,0,755,486,486,755,0,269,0
Marvel Smith,609,T,PIT,12,100.0,0,25,72.4,75.5,65.4,3,22,380,100.0,100.0,94.9,2,32,7,752,0,0,752,752,393,393,0,0,359,0
Levi Brown,3621,T,ARZ,13,100.0,0,1,63.0,65.5,67.8,9,18,434,100.0,100.0,95.0,5,35,8,734,0,0,29,734,457,457,0,704,277,1
Andy McCollum,107,C,SL,11,100.0,0,26,52.4,67.0,52.5,2,17,420,100.0,100.0,97.3,7,21,2,731,606,125,0,731,445,445,0,0,286,0
Brad Meester,627,C,JAX,11,100.0,0,15,79.3,87.3,73.0,4,2,352,100.0,100.0,98.9,0,7,1,716,716,0,0,716,372,372,0,0,344,0
Jason Spitz,3020,G,GB,14,100.0,0,12,68.3,79.2,62.5,5,10,423,100.0,100.0,98.0,5,16,1,715,164,160,0,715,447,447,390,0,268,1
Nick Hardwick,1787,C,SD,12,100.0,0,27,74.3,90.5,67.5,1,8,355,100.0,100.0,98.7,2,9,0,702,702,0,0,702,361,361,0,0,341,0
Fred Weary,1073,G,HST,12,100.0,0,13,63.9,75.3,59.0,2,14,395,100.0,100.0,97.7,2,17,1,701,0,0,0,701,417,417,701,0,284,0
Tyson Clabo,2011,T,ATL,11,100.0,1,2,81.4,78.0,83.6,4,17,431,100.0,100.0,96.9,5,24,3,697,0,0,0,697,444,444,0,697,253,0
Chris Kuper,3106,G,DEN,11,100.0,0,10,77.4,86.8,71.0,1,8,396,100.0,100.0,98.9,4,9,0,695,0,695,0,695,410,410,0,0,285,0
Jeremy Bridges,1488,G,CAR,12,100.0,0,5,73.8,67.1,75.4,4,15,364,100.0,100.0,96.3,3,23,4,675,0,0,0,675,386,386,664,11,289,0
Adam Snyder,2311,T,SF,12,100.0,0,28,60.7,64.8,52.5,11,24,408,100.0,100.0,94.0,2,42,7,668,0,0,667,668,428,428,0,0,240,1
Maurice Williams,813,G,JAX,12,100.0,2,15,75.7,66.9,78.6,6,13,311,100.0,100.0,96.6,7,20,1,654,0,0,143,654,324,324,511,0,330,0
Tony Ugoh,3658,T,IND,11,100.0,1,14,54.4,46.1,58.0,12,40,362,100.0,100.0,92.5,2,53,1,648,0,0,648,648,370,370,0,0,278,0
Ryan Tucker,273,G,CLV,12,100.0,0,8,71.8,79.4,71.7,2,9,344,100.0,100.0,98.4,5,11,0,640,0,0,0,640,367,367,525,115,273,0
Zach Miller,3654,TE,OAK,16,61.8,1,23,65.1,63.2,68.2,1,5,134,26.6,27.2,94.8,3,10,4,637,0,0,0,1031,147,541,0,0,490,831
Ryan Diem,867,T,IND,10,100.0,1,14,69.5,65.4,75.6,5,23,316,100.0,100.0,95.6,8,28,0,605,0,0,0,605,327,327,0,605,278,0
Russ Hochstein,890,G,NE,13,99.8,0,19,67.2,71.6,63.3,4,11,326,99.7,99.7,97.4,1,16,1,600,78,0,0,601,342,343,509,0,258,14
David Baas,2250,G,SF,14,100.0,0,28,59.9,58.9,59.9,3,15,356,100.0,100.0,96.3,3,22,4,594,0,0,0,594,374,374,581,0,220,13
Todd Wade,621,T,WAS,11,100.0,0,32,67.0,69.5,65.6,3,15,301,100.0,100.0,96.0,2,21,3,578,0,0,0,578,316,316,0,577,262,1
Adam Terry,2281,T,BLT,11,100.0,0,3,80.0,85.0,73.7,5,17,346,100.0,100.0,96.2,3,24,2,568,0,0,347,568,358,358,0,188,210,33
Chris Cooley,1802,TE,WAS,16,54.3,1,32,79.0,82.3,66.0,1,0,94,17.2,17.3,99.5,3,1,0,563,0,0,0,1036,99,572,0,1,464,648
Randy McMichael,1114,TE,SL,16,57.4,0,26,67.9,82.1,67.6,0,7,175,30.8,30.6,97.4,3,8,1,562,0,0,0,979,184,601,0,0,378,792
Cornell Green,551,T,OAK,10,100.0,0,23,69.8,65.4,83.2,2,15,277,100.0,100.0,95.5,9,21,4,562,0,0,0,562,299,299,0,562,263,0
Charlie Johnson,3144,T,IND,12,99.8,0,14,54.4,58.4,50.0,6,27,304,99.7,99.7,93.3,2,37,4,552,0,0,284,553,317,318,0,264,235,5
