study,result_dir,experiment,league,evidence_class,baseline_method,method,tier,period,n,ppg_crps,contribution_crps,played_crps,ppg_bias,contribution_bias,played_bias,ppg_80_coverage,extended_absence_calibration,extended_absence_brier,zero_active_calibration,predicted_missed_games,observed_missed_games,baseline_ppg_crps,baseline_contribution_crps,baseline_played_crps,baseline_ppg_bias,baseline_contribution_bias,baseline_played_bias,baseline_ppg_80_coverage,baseline_extended_absence_calibration,baseline_extended_absence_brier,baseline_zero_active_calibration,ppg_crps_delta,ppg_crps_relative_delta,contribution_crps_delta,contribution_crps_relative_delta,played_crps_delta,played_crps_relative_delta,abs_ppg_bias_degradation,abs_contribution_bias_degradation,abs_played_bias_degradation,abs_extended_absence_calibration_degradation,abs_zero_active_calibration_degradation,ppg_80_coverage_delta
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,production,add_log_adp,core_strict,all_2017_2025,756,2.5555778741575788,33.70213631156647,1.3700046622857192,-2.3521047780969093,-26.37116764273998,0.06759963065903257,0.7367724867724867,-0.0010145249452088306,0.08604658286817918,-0.0012078882270874832,2.966791903732503,3.034391534391535,2.555977819974926,33.691255087705365,1.3693540790821657,-2.352216260323771,-26.35247711683207,0.0662194369143827,0.7367724867724867,-0.0008291266371459327,0.0860238608377014,-0.0012474473678581923,-0.0003999458173473691,-0.0001564746823004004,0.010881223861105127,0.00032296878916437954,0.0006505832035534898,0.00047510224966029746,-0.00011148222686152565,0.018690525907910427,0.0013801937446498713,0.00018539830806289792,-3.95591407707091e-05,0.0
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,production,production,core_strict,all_2017_2025,756,2.555977819974926,33.691255087705365,1.3693540790821657,-2.352216260323771,-26.35247711683207,0.0662194369143827,0.7367724867724867,-0.0008291266371459327,0.0860238608377014,-0.0012474473678581923,2.9681720974771526,3.034391534391535,2.555977819974926,33.691255087705365,1.3693540790821657,-2.352216260323771,-26.35247711683207,0.0662194369143827,0.7367724867724867,-0.0008291266371459327,0.0860238608377014,-0.0012474473678581923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,production,replace_adp_rank_with_log_adp,core_strict,all_2017_2025,756,2.5558150701638382,33.683601286679966,1.368160470017849,-2.352412156130946,-26.340418053833304,0.06654285319121636,0.7314814814814815,-0.001160316189769764,0.08576920559123756,-0.0013468165840660557,2.9678486812003175,3.034391534391535,2.555977819974926,33.691255087705365,1.3693540790821657,-2.352216260323771,-26.35247711683207,0.0662194369143827,0.7367724867724867,-0.0008291266371459327,0.0860238608377014,-0.0012474473678581923,-0.0001627498110878811,-6.367418755204302e-05,-0.007653801025398366,-0.00022717470766442371,-0.0011936090643167585,-0.0008716584574800512,0.00019589580717527255,-0.012059062998766024,0.00032341627683366014,0.0003311895526238312,9.936921620786344e-05,-0.005291005291005235
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,production,add_log_adp,core_strict,development_2017_2022,504,2.639049338489389,34.36945126718059,1.3538299992753675,-2.430389448646912,-27.196238195989853,0.11064470281444672,0.7182539682539683,0.005140074491535682,0.08234680012123027,-0.0040880835644989426,2.948879106709363,3.05952380952381,2.6393356414698204,34.372103971986746,1.3521037553265407,-2.430464636348931,-27.181341389411816,0.10915415189039596,0.7222222222222222,0.00536122793619416,0.08222414224831062,-0.004111154788945285,-0.0002863029804314188,-0.000108475396585761,-0.0026527048061595337,-7.717609629953603e-05,0.001726243948826811,0.0012767096770691655,-7.518770201908609e-05,0.014896806578036603,0.0014905509240507597,-0.00022115344465847842,-2.3071224446342097e-05,-0.003968253968253954
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,production,production,core_strict,development_2017_2022,504,2.6393356414698204,34.372103971986746,1.3521037553265407,-2.430464636348931,-27.181341389411816,0.10915415189039596,0.7222222222222222,0.00536122793619416,0.08222414224831062,-0.004111154788945285,2.950369657633411,3.05952380952381,2.6393356414698204,34.372103971986746,1.3521037553265407,-2.430464636348931,-27.181341389411816,0.10915415189039596,0.7222222222222222,0.00536122793619416,0.08222414224831062,-0.004111154788945285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,production,replace_adp_rank_with_log_adp,core_strict,development_2017_2022,504,2.639437439959094,34.365828711525396,1.3516796673507931,-2.430674323869704,-27.164548750545308,0.11032803235851842,0.7123015873015873,0.004850803031576895,0.0819953091578934,-0.004219927130229078,2.9491957771652917,3.05952380952381,2.6393356414698204,34.372103971986746,1.3521037553265407,-2.430464636348931,-27.181341389411816,0.10915415189039596,0.7222222222222222,0.00536122793619416,0.08222414224831062,-0.004111154788945285,0.00010179848927371893,3.856973992788504e-05,-0.00627526046135074,-0.00018256841264252532,-0.00042408797574755575,-0.00031365046807751984,0.00020968752077310526,-0.016792638866508725,0.0011738804681224596,-0.0005104249046172654,0.00010877234128379293,-0.009920634920634885
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,production,add_log_adp,core_strict,recent_2020_2025,504,2.444677871410927,32.8583019190548,1.394097578772268,-2.3127639737986474,-24.811508575216397,0.1318747652620393,0.7599206349206349,-0.006389210700953038,0.08882500648850052,0.0024421482837216337,2.9772522188649457,3.109126984126984,2.444777348005018,32.84335577713955,1.3944736408676692,-2.3128945646561383,-24.796674118286038,0.13077640474604227,0.7559523809523809,-0.0062720863873972355,0.08887132444840883,0.002390014118057197,-9.947659409093035e-05,-4.068942890533833e-05,0.014946141915253008,0.00045507353197016265,-0.0003760620954011973,-0.0002696803183509511,-0.0001305908574908976,0.014834456930358897,0.0010983605159970433,0.00011712431355580255,5.213416566443672e-05,0.003968253968253954
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,production,production,core_strict,recent_2020_2025,504,2.444777348005018,32.84335577713955,1.3944736408676692,-2.3128945646561383,-24.796674118286038,0.13077640474604227,0.7559523809523809,-0.0062720863873972355,0.08887132444840883,0.002390014118057197,2.9783505793809404,3.109126984126984,2.444777348005018,32.84335577713955,1.3944736408676692,-2.3128945646561383,-24.796674118286038,0.13077640474604227,0.7559523809523809,-0.0062720863873972355,0.08887132444840883,0.002390014118057197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,production,replace_adp_rank_with_log_adp,core_strict,recent_2020_2025,504,2.444629909716157,32.83198446560105,1.3928014269660616,-2.313077625769664,-24.77963329226049,0.1318271457934596,0.753968253968254,-0.006602794032463957,0.08862271042395015,0.0022974823005712398,2.977299838333524,3.109126984126984,2.444777348005018,32.84335577713955,1.3944736408676692,-2.3128945646561383,-24.796674118286038,0.13077640474604227,0.7559523809523809,-0.0062720863873972355,0.08887132444840883,0.002390014118057197,-0.0001474382888608794,-6.0307450484686775e-05,-0.011371311538496798,-0.00034622867455014195,-0.0016722139016076554,-0.0011991721124016141,0.0001830611135256177,-0.017040826025549904,0.0010507410474173418,0.0003307076450667218,-9.253181748595726e-05,-0.001984126984126977
2026-08-20_template_overall_log_adp,results_phase_b_dk,2026-08-20_template_overall_log_adp__results_phase_b_dk,dk,fresh_expanded,production,add_log_adp,core_strict,temporal_2023_2025,252,2.3886349454939575,32.367506400338236,1.4023539883064216,-2.195535436996904,-24.721026536240245,-0.01849051365179573,0.7738095238095238,-0.01332372381869791,0.09344614836207703,0.0045525024477354355,3.0026174977787807,2.984126984126984,2.389262176985138,32.32955731914261,1.4038547265934163,-2.1957195082734513,-24.694748571672573,-0.01964999303764383,0.7658730158730159,-0.013209835783826118,0.093623298016483,0.004479967474315993,-0.0006272314911806021,-0.00026252099799783934,0.03794908119562734,0.0011738200069060234,-0.0015007382869947072,-0.0010690125257022398,-0.00018407127654729294,0.026277964567672285,-0.0011594793858481015,0.00011388803487179244,7.253497341944224e-05,0.007936507936507908
