target_name,method,slice_type,slice_value,metric,n_rows,n_origins,value
next_conditional_ppg,next_ppg_expert_carry_forward,pooled,all,rmse,3505,8,5.235124191313451
next_conditional_ppg,next_ppg_expert_carry_forward,pooled,all,mae,3505,8,3.7584595231023146
next_conditional_ppg,next_ppg_expert_carry_forward,pooled,all,bias,3505,8,-2.0102459155360117
next_conditional_ppg,next_ppg_expert_carry_forward,pooled,all,spearman,3505,8,0.5906062554408746
next_conditional_ppg,next_ppg_expert_carry_forward,recent,2022_2024,rmse,1299,3,4.951640765847356
next_conditional_ppg,next_ppg_expert_carry_forward,recent,2022_2024,mae,1299,3,3.514557167007738
next_conditional_ppg,next_ppg_expert_carry_forward,recent,2022_2024,bias,1299,3,-1.6100055124915833
next_conditional_ppg,next_ppg_expert_carry_forward,recent,2022_2024,spearman,1299,3,0.6035291152033477
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2017,rmse,429,1,5.908319855140303
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2017,mae,429,1,4.232333485414817
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2017,bias,429,1,-2.5893794413290583
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2017,spearman,429,1,0.5834163102031698
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2018,rmse,423,1,5.565051149459425
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2018,mae,423,1,4.032488816237132
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2018,bias,423,1,-2.513856835229678
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2018,spearman,423,1,0.602224216522234
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2019,rmse,446,1,5.361858180661087
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2019,mae,446,1,3.941313367106053
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2019,bias,446,1,-2.310117996742351
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2019,spearman,446,1,0.589708019376368
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2020,rmse,467,1,5.111491740671535
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2020,mae,467,1,3.7163243702773427
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2020,bias,467,1,-2.1451857168186392
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2020,spearman,467,1,0.5901350257519417
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2021,rmse,441,1,5.019328074219354
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2021,mae,441,1,3.612761431679091
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2021,bias,441,1,-1.6965877444295756
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2021,spearman,441,1,0.587014971509843
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2022,rmse,427,1,5.295881506897247
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2022,mae,427,1,3.7144422168423956
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2022,bias,427,1,-1.3796312931303603
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2022,spearman,427,1,0.5509545286660325
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2023,rmse,432,1,4.933102627340992
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2023,mae,432,1,3.621047397652028
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2023,bias,432,1,-1.7896621723172212
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2023,spearman,432,1,0.6164171652746927
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2024,rmse,440,1,4.612512288446341
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2024,mae,440,1,3.2160237671947094
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2024,bias,440,1,-1.6571830457246894
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2024,spearman,440,1,0.6408791633039461
next_conditional_ppg,next_ppg_expert_carry_forward,position,QB,rmse,411,8,9.516655533047443
next_conditional_ppg,next_ppg_expert_carry_forward,position,QB,mae,411,8,7.241558448029398
next_conditional_ppg,next_ppg_expert_carry_forward,position,QB,bias,411,8,-5.978828726938631
next_conditional_ppg,next_ppg_expert_carry_forward,position,QB,spearman,411,8,0.5384930826700663
next_conditional_ppg,next_ppg_expert_carry_forward,position,RB,rmse,918,8,4.965919990954415
next_conditional_ppg,next_ppg_expert_carry_forward,position,RB,mae,918,8,3.7566697614170455
next_conditional_ppg,next_ppg_expert_carry_forward,position,RB,bias,918,8,-1.4442836007255027
next_conditional_ppg,next_ppg_expert_carry_forward,position,RB,spearman,918,8,0.6053884574048891
next_conditional_ppg,next_ppg_expert_carry_forward,position,TE,rmse,778,8,3.377831502263586
next_conditional_ppg,next_ppg_expert_carry_forward,position,TE,mae,778,8,2.5430235556513887
next_conditional_ppg,next_ppg_expert_carry_forward,position,TE,bias,778,8,-1.4803311661848229
next_conditional_ppg,next_ppg_expert_carry_forward,position,TE,spearman,778,8,0.583041601900256
next_conditional_ppg,next_ppg_expert_carry_forward,position,WR,rmse,1398,8,4.420814198502654
next_conditional_ppg,next_ppg_expert_carry_forward,position,WR,mae,1398,8,3.4120350064777547
next_conditional_ppg,next_ppg_expert_carry_forward,position,WR,bias,1398,8,-1.5100596097454517
next_conditional_ppg,next_ppg_expert_carry_forward,position,WR,spearman,1398,8,0.6380434443738462
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,other_no_history,rmse,67,8,9.602352882607716
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,other_no_history,mae,67,8,6.850591936847961
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,other_no_history,bias,67,8,-6.816412832370349
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,other_no_history,spearman,67,8,0.10385916161887288
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,rookie,rmse,606,8,6.082159936106735
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,rookie,mae,606,8,4.401760529966061
